# M/msolar   r[kpc]   logP
1.41576 6.66123 1.93007e-32
1.41706 6.62454 2.46806e-32
1.41849 6.60462 2.07335e-32
1.4198 6.61478 1.86085e-32
1.42138 6.56467 1.70889e-32
1.41975 6.52148 4.78366e-33
1.42211 6.55916 1.74142e-33
1.42472 6.59864 1.85882e-33
1.42722 6.55413 1.99811e-32
1.42531 6.55131 4.45111e-33
1.42736 6.58342 1.59731e-32
1.4314 6.54273 1.57996e-32
1.42962 6.59275 2.14945e-32
1.4325 6.58795 8.03918e-33
1.42968 6.69978 2.86163e-32
1.42762 6.59333 3.09025e-32
1.42375 6.67181 1.71396e-32
1.42366 6.75864 3.34075e-32
1.42495 6.75186 5.80327e-32
1.42919 6.81033 5.86284e-32
1.42997 6.83622 4.61939e-32
1.42958 6.77383 2.82472e-32
1.42212 6.8167 3.39427e-32
1.42193 6.84183 2.9672e-32
1.42515 6.91089 7.44122e-32
1.42465 6.94721 1.21504e-31
1.42552 6.94225 1.23161e-31
1.42639 6.93743 6.92488e-32
1.42453 6.94127 1.34798e-31
1.42391 6.94399 1.42721e-31
1.42698 6.98451 1.19702e-31
1.43005 7.00478 4.9786e-32
1.43059 7.0637 1.4927e-31
1.42964 7.1038 1.47589e-31
1.43355 7.00928 6.23885e-32
1.43721 6.98641 7.67784e-32
1.43273 7.0019 1.12122e-31
1.43272 7.04223 1.3122e-31
1.43128 7.01315 1.1154e-31
1.43038 6.97842 1.36215e-31
1.42726 7.00236 2.02422e-31
1.42833 6.98449 1.18443e-31
1.42445 6.952 1.4847e-31
1.42399 7.01967 1.0195e-31
1.42276 7.03907 2.46899e-31
1.42433 7.00103 6.67278e-32
1.4219 6.98513 1.92449e-31
1.41922 7.05544 3.30474e-31
1.41733 7.01048 2.2793e-31
1.41919 6.99517 2.42542e-31
1.41894 6.94106 1.79278e-31
1.4133 6.99845 4.46032e-32
1.41779 6.99319 1.23258e-31
1.41659 6.99757 1.09672e-31
1.41809 6.99597 1.35113e-31
1.42043 7.03228 3.25697e-31
1.41461 7.09037 5.53517e-31
1.41797 7.06052 6.21116e-31
1.4169 7.11711 6.87214e-31
1.41975 7.04434 4.89244e-31
1.41703 7.0429 6.60267e-31
1.41729 6.94398 4.94622e-31
1.42122 6.89293 2.72029e-31
1.4199 6.84195 1.44844e-31
1.41749 6.88111 3.67962e-31
1.41429 6.95893 3.65116e-31
1.41327 7.02235 4.73542e-31
1.40992 6.97236 1.51879e-31
1.40989 6.97659 3.42391e-31
1.41065 6.9387 5.21392e-31
1.40959 6.92834 5.2589e-31
1.41453 6.99145 2.75649e-31
1.40897 6.98873 7.17708e-31
1.41073 7.00221 1.08239e-31
1.41462 7.01978 8.60415e-31
1.41351 7.04264 8.58496e-31
1.41384 7.0463 7.05485e-31
1.41276 7.0408 7.35953e-31
1.4144 7.20029 1.72749e-30
1.41369 7.11483 9.88627e-31
1.41121 7.16032 9.36572e-31
1.40868 7.22305 2.51587e-30
1.40853 7.32466 3.00078e-30
1.41317 7.31995 2.94646e-30
1.40948 7.30582 2.0902e-30
1.41363 7.28436 2.04742e-30
1.41343 7.42421 5.94631e-30
1.41524 7.43304 8.105e-31
1.41772 7.51149 5.85065e-30
1.41801 7.54634 7.33716e-30
1.41725 7.56715 7.18473e-30
1.41819 7.58464 4.12808e-30
1.41782 7.60657 3.38932e-30
1.41721 7.61426 4.40973e-31
1.41574 7.57437 3.2469e-31
1.41269 7.58094 6.31434e-30
1.41292 7.63622 1.22083e-29
1.41547 7.63138 1.15207e-29
1.41807 7.69816 1.31689e-29
1.41813 7.72163 9.1682e-30
1.42123 7.70492 3.19085e-30
1.42037 7.83699 1.43436e-29
1.41951 7.82965 1.73418e-29
1.41952 7.84037 1.88047e-29
1.41936 7.86795 1.13804e-29
1.42473 7.85212 4.38544e-30
1.4202 7.92405 6.88402e-30
1.42183 7.83802 9.02817e-30
1.41593 7.88588 3.28785e-29
1.41538 7.89184 3.72449e-29
1.41373 7.88037 4.17428e-29
1.41454 7.93092 5.55952e-29
1.41252 7.96329 6.19205e-29
1.41197 8.00815 7.7707e-29
1.4151 7.95858 6.04142e-29
1.41564 7.94891 4.14674e-29
1.41708 7.90088 5.06035e-29
1.41701 7.88575 1.82823e-29
1.41372 7.88684 3.50245e-30
1.41691 7.86164 2.41958e-29
1.42002 7.87672 3.10954e-29
1.42106 7.88001 5.05376e-29
1.41906 7.94714 4.37451e-29
1.419 7.93535 5.445e-29
1.41695 7.97818 6.49243e-29
1.41864 7.96724 5.73832e-29
1.41995 7.94667 1.80575e-29
1.41814 7.94682 8.00521e-30
1.41529 7.91764 1.87296e-29
1.41583 7.93258 2.16732e-29
1.41358 7.90074 4.21944e-29
1.41394 7.92923 1.929e-29
1.41255 7.91146 3.59132e-29
1.40566 7.93778 3.99021e-29
1.40558 7.97833 4.74054e-29
1.40406 7.94332 3.82182e-29
1.40222 7.94901 3.88112e-29
1.40179 8.01341 1.97201e-29
1.39655 7.98716 4.88782e-29
1.39512 7.99843 4.90396e-29
1.39817 7.97772 3.93632e-29
1.39707 7.94692 4.57536e-29
1.39517 7.90398 5.17194e-29
1.39731 7.8964 3.27476e-29
1.39702 7.8886 4.38932e-29
1.39684 7.84026 3.30624e-29
1.39934 7.81222 2.85667e-29
1.39838 7.777 2.01387e-29
1.39545 7.83823 2.17434e-29
1.39567 7.78822 1.79208e-29
1.39286 7.7677 1.23749e-29
1.39629 7.75956 1.19413e-29
1.3953 7.80817 7.82337e-30
1.3992 7.7923 1.666e-29
1.39943 7.81812 2.08555e-29
1.39373 7.86633 1.61332e-29
1.39674 7.83833 1.77167e-29
1.39624 7.82241 1.8704e-29
1.39576 7.88055 1.0133e-29
1.3903 7.84966 1.45615e-29
1.39337 7.8483 6.05946e-30
1.38794 7.90074 1.97298e-29
1.38601 7.83748 2.02225e-29
1.38956 7.78872 2.65841e-29
1.39497 7.76794 3.08464e-29
1.39691 7.81669 2.09657e-29
1.39663 7.8419 3.01429e-29
1.39854 7.83903 2.06613e-29
1.39703 7.84831 4.60515e-29
1.40236 7.86781 3.62077e-29
1.40352 7.84489 3.21425e-29
1.4053 7.8565 3.39401e-29
1.40396 7.77125 3.2594e-29
1.40515 7.81488 3.07663e-29
1.40488 7.90654 4.71265e-29
1.40261 7.91433 3.78712e-29
1.40753 7.89799 5.0986e-29
1.40413 7.90789 3.9662e-29
1.40728 7.92598 4.22568e-29
1.40765 8.01159 7.82585e-29
1.40858 8.04973 5.34486e-29
1.40399 8.01128 4.41598e-29
1.39997 8.02536 8.671e-29
1.40392 8.06131 1.01798e-28
1.40525 7.98986 7.09776e-29
1.40583 8.04034 7.03168e-29
1.40868 8.05745 8.11133e-29
1.40627 8.04103 2.34015e-29
1.40681 7.97832 3.75435e-29
1.40747 8.01668 5.88291e-29
1.40745 8.10689 2.3828e-29
1.41018 8.02821 6.47106e-29
1.41188 8.05795 3.02129e-29
1.41185 7.97436 4.97727e-29
1.40793 7.92602 1.94046e-29
1.40553 7.93006 2.42454e-29
1.40541 7.95334 4.76803e-29
1.41064 7.93098 4.10219e-29
1.41013 7.89766 2.36174e-29
1.4114 7.82115 1.67971e-29
1.41111 7.78809 3.37535e-29
1.41039 7.82186 5.03133e-29
1.40922 7.82046 4.70265e-29
1.40702 7.781 3.75799e-29
1.40787 7.81475 3.06679e-29
1.40525 7.88683 3.55732e-29
1.40559 7.93062 3.74118e-30
1.40457 7.81346 3.25113e-29
1.40305 7.84187 2.22769e-29
1.40295 7.86139 1.19727e-29
1.40114 7.82083 1.14301e-29
1.40059 7.78941 2.19541e-29
1.40141 7.80192 2.72496e-29
1.39687 7.89109 2.49974e-29
1.39119 7.87006 1.71248e-29
1.39271 7.83746 1.76475e-30
1.39302 7.88256 1.76503e-30
1.39465 7.77735 1.46796e-30
1.40009 7.69658 3.53672e-30
1.3998 7.7247 2.25424e-29
1.39883 7.77623 1.28291e-29
1.39526 7.78915 2.95928e-29
1.39487 7.76682 1.75814e-29
1.39567 7.75565 3.5283e-29
1.39696 7.7449 1.97086e-29
1.39788 7.68154 2.1848e-29
1.3934 7.66229 1.39074e-29
1.39085 7.74792 2.24262e-29
1.39203 7.71439 2.9984e-29
1.39062 7.83661 2.91353e-29
1.39138 7.90584 4.70299e-29
1.39119 7.85308 3.76215e-29
1.39091 7.89851 3.10535e-29
1.39473 7.95344 1.5178e-29
1.39887 7.99191 3.39346e-29
1.40164 7.9033 5.87455e-30
1.40154 7.93438 1.71997e-29
1.39747 7.90472 8.88442e-29
1.39934 7.89061 7.80938e-29
1.39615 7.89883 8.32828e-29
1.39346 7.88402 8.31077e-29
1.39578 7.80531 6.15083e-29
1.39668 7.80992 6.41482e-29
1.39357 7.77698 5.58891e-29
1.39533 7.78037 3.0973e-30
1.39434 7.66988 2.6909e-29
1.39094 7.72531 3.11665e-29
1.39119 7.77198 5.12935e-29
1.39414 7.66844 3.80591e-29
1.39254 7.69935 4.22365e-29
1.39374 7.72883 4.79086e-29
1.39356 7.70978 3.19005e-29
1.39522 7.72389 3.47893e-29
1.3949 7.6598 3.06399e-29
1.39656 7.71027 2.23056e-29
1.39901 7.69746 4.03658e-29
1.39644 7.73629 4.07808e-29
1.39668 7.79781 2.9628e-29
1.39422 7.8399 6.38786e-29
1.39867 7.749 2.07139e-29
1.40111 7.73376 1.3733e-29
1.39953 7.67292 3.33371e-29
1.39654 7.66616 3.57471e-29
1.39673 7.6259 2.41931e-29
1.39225 7.62505 2.59374e-29
1.38917 7.6094 2.53614e-29
1.38595 7.51389 1.07991e-29
1.38698 7.46972 1.14378e-29
1.38098 7.47811 3.77006e-30
1.38044 7.53879 1.09818e-29
1.37893 7.47224 3.39518e-30
1.37904 7.5576 5.11556e-30
1.38481 7.60916 3.21907e-30
1.38381 7.62571 1.65158e-30
1.38364 7.7322 8.5126e-31
1.38294 7.68805 2.1532e-31
1.38157 7.7066 4.14952e-30
1.37927 7.61579 9.13229e-30
1.37778 7.60264 5.86617e-30
1.3784 7.65758 1.42466e-29
1.38354 7.63328 8.93977e-30
1.38447 7.65 8.1737e-30
1.38384 7.64405 1.6575e-29
1.38154 7.68514 1.82151e-29
1.37846 7.84007 1.78588e-29
1.37449 7.83693 1.63467e-29
1.37674 7.90593 1.40883e-29
1.37588 7.96994 1.9689e-29
1.37194 7.96424 1.00994e-29
1.37193 7.96011 3.00351e-29
1.37041 7.94079 1.79847e-29
1.37541 8.0622 3.37516e-29
1.37737 8.08697 3.82909e-29
1.37514 8.12107 3.2608e-29
1.37434 8.06378 2.43139e-29
1.3726 7.99862 2.20148e-29
1.37291 8.03919 2.67598e-29
1.37004 8.11125 3.58137e-29
1.36946 8.08973 3.49036e-29
1.36574 8.14059 3.84124e-29
1.36847 8.10047 3.15216e-29
1.36814 8.11051 1.93779e-29
1.37121 8.09728 2.67298e-29
1.37146 8.15992 4.77784e-29
1.37686 8.05488 5.52199e-29
1.37748 8.07401 5.37658e-29
1.37941 8.05853 7.28652e-29
1.38043 8.07018 2.38341e-29
1.38367 8.02231 1.51686e-29
1.3853 8.01066 1.77064e-29
1.38763 8.06165 9.05442e-29
1.38758 8.0942 2.74787e-29
1.39053 8.13061 1.38213e-28
1.39283 8.13788 4.99325e-29
1.39048 8.11808 1.31378e-28
1.38916 8.09168 1.18814e-28
1.38489 8.04986 8.10667e-29
1.38569 8.08429 6.67372e-29
1.38588 8.07506 8.48857e-29
1.38716 8.02134 6.82425e-29
1.39163 8.02535 7.7297e-29
1.38935 7.96879 6.39855e-29
1.38935 7.90414 5.40655e-29
1.39364 7.91754 6.62008e-29
1.39587 7.96006 3.86972e-29
1.39277 8.02367 9.61327e-29
1.39379 7.99522 8.603e-30
1.39478 7.91516 7.59109e-29
1.39354 7.9556 6.4051e-29
1.39079 8.00277 1.04448e-28
1.39062 7.99786 1.17997e-28
1.39108 7.95285 5.65057e-29
1.39634 7.97241 4.74172e-29
1.39021 8.00872 3.40299e-29
1.40041 8.01864 4.31092e-29
1.40117 8.00053 1.03419e-28
1.40009 8.09809 6.51714e-29
1.40117 8.05117 1.21161e-28
1.40456 8.03776 5.99497e-29
1.40682 7.89585 4.90748e-29
1.40453 7.92387 7.96367e-29
1.41098 7.91418 5.87773e-29
1.40881 7.88376 6.48773e-29
1.41013 7.96206 5.00725e-29
1.41067 8.03296 1.03707e-28
1.40995 8.05648 9.35914e-29
1.40805 8.09271 1.4232e-28
1.40599 8.11002 9.69778e-29
1.40172 8.16255 1.22847e-28
1.40344 8.20667 6.24276e-29
1.40687 8.24603 1.05101e-28
1.4033 8.22376 7.24738e-29
1.40641 8.27961 2.5249e-28
1.40492 8.2486 2.47821e-28
1.40665 8.25823 1.86847e-28
1.40571 8.24609 2.49245e-28
1.40551 8.16523 2.04323e-28
1.40694 8.15981 2.16188e-28
1.40943 8.15486 2.1368e-28
1.41009 8.23512 2.67882e-28
1.41133 8.24629 2.67541e-28
1.41265 8.24013 2.26828e-28
1.40804 8.25462 1.27058e-28
1.40502 8.2954 3.74803e-29
1.40802 8.322 2.06122e-28
1.40557 8.32101 9.82179e-29
1.41246 8.38772 2.70954e-28
1.41365 8.30234 2.77851e-28
1.4109 8.21344 2.35892e-28
1.41591 8.32814 5.36632e-29
1.41575 8.3038 2.34754e-29
1.41507 8.27301 9.90269e-29
1.41547 8.30501 2.29564e-28
1.41471 8.2852 1.08384e-28
1.41072 8.25333 9.00538e-29
1.41239 8.27177 2.20963e-28
1.41574 8.25072 1.71689e-28
1.41491 8.21913 8.10873e-29
1.41089 8.2499 2.80007e-28
1.41129 8.23078 2.14385e-28
1.41246 8.18894 1.56368e-28
1.41495 8.18874 2.14753e-28
1.41444 8.17464 1.94007e-28
1.41227 8.27885 2.26854e-28
1.40833 8.31432 2.21478e-28
1.40981 8.3022 2.44327e-28
1.41095 8.34316 2.61163e-28
1.41101 8.35461 9.40842e-29
1.41369 8.36532 2.20259e-28
1.41696 8.37709 1.32198e-28
1.41737 8.40357 9.29258e-29
1.41955 8.41891 1.19228e-28
1.41548 8.3655 2.75221e-28
1.41117 8.35407 4.8507e-30
1.41169 8.41135 4.01026e-29
1.41358 8.27981 2.997e-28
1.41473 8.2203 2.1997e-28
1.41548 8.24262 3.58654e-29
1.41556 8.20057 2.12626e-28
1.41427 8.2684 1.27591e-28
1.41507 8.31173 1.00627e-28
1.41368 8.21836 2.50537e-29
1.41256 8.25459 1.0616e-28
1.41522 8.26792 1.81708e-28
1.41545 8.36348 1.43135e-29
1.41448 8.30516 2.79605e-28
1.41333 8.33204 2.86173e-28
1.41538 8.38875 8.86656e-29
1.41527 8.37584 4.14847e-29
1.41212 8.28135 1.4236e-28
1.40779 8.36257 2.92652e-28
1.40476 8.37396 2.7916e-28
1.40179 8.31761 2.04169e-28
1.40206 8.28142 3.76906e-28
1.40509 8.36679 1.40976e-28
1.40624 8.39514 4.24391e-28
1.4031 8.45366 4.02962e-28
1.40103 8.50396 4.89096e-28
1.40404 8.5289 4.07963e-28
1.40592 8.49031 6.93607e-28
1.40511 8.53851 7.29558e-28
1.40584 8.57216 4.38694e-28
1.40743 8.58304 6.73195e-28
1.40339 8.61223 7.39302e-28
1.40393 8.67975 1.92752e-28
1.40551 8.73596 2.85932e-28
1.40502 8.70913 1.07564e-27
1.40467 8.70639 1.23511e-27
1.40694 8.86379 1.30555e-27
1.40142 8.89415 6.29065e-28
1.40404 8.80987 5.74068e-28
1.39835 8.80542 1.16362e-27
1.40173 8.86314 7.96375e-28
1.40053 8.90059 1.52398e-27
1.39736 9.06175 1.48127e-27
1.39757 9.01839 9.99228e-28
1.39817 8.96925 1.41108e-27
1.39688 9.03508 2.06611e-27
1.39763 9.08721 1.93239e-27
1.40091 9.03942 1.56502e-27
1.40241 9.09427 1.48947e-27
1.39898 9.15381 1.87823e-27
1.39948 9.04526 1.45512e-27
1.39877 9.01841 1.46557e-27
1.40067 8.98474 1.67163e-27
1.39935 9.05891 7.07319e-28
1.39605 9.13469 1.16381e-27
1.3965 9.12922 1.00321e-27
1.39862 9.14839 8.4764e-28
1.3976 9.22033 9.03268e-28
1.3984 9.29502 7.49247e-28
1.40221 9.29344 4.76832e-29
1.39531 9.2085 2.9061e-28
1.39288 9.24337 1.5918e-28
1.39935 9.21323 1.89688e-28
1.39865 9.25822 3.04641e-28
1.39751 9.27536 1.93579e-28
1.39664 9.29011 1.94841e-28
1.3963 9.2662 2.18385e-28
1.40143 9.26127 1.39376e-28
1.40062 9.19975 1.50963e-28
1.40314 9.26343 1.12116e-28
1.40665 9.24772 1.0449e-28
1.40565 9.12258 3.7026e-29
1.40719 9.1634 2.05658e-28
1.40919 9.10289 1.60403e-28
1.40745 9.09537 1.17148e-28
1.40744 9.06332 2.21258e-28
1.40944 8.98709 2.16507e-28
1.41086 8.95283 9.79144e-29
1.40616 8.89669 3.71511e-29
1.40446 8.84269 9.71483e-30
1.41007 8.8085 1.66399e-28
1.41099 8.74212 2.3066e-28
1.41563 8.74872 8.99269e-29
1.41557 8.6733 1.63301e-29
1.41408 8.72901 2.5025e-29
1.41423 8.75443 8.14676e-29
1.41518 8.69151 1.67483e-28
1.41539 8.72929 2.3993e-28
1.41864 8.75159 2.32277e-28
1.41391 8.78246 3.36922e-28
1.41173 8.93163 3.05786e-28
1.41501 8.95984 9.75548e-29
1.41711 9.01324 1.03367e-28
1.42012 9.00742 1.026e-28
1.42418 9.03957 6.71231e-29
1.42402 9.07698 5.53415e-29
1.42034 9.07063 5.41327e-29
1.41832 9.14675 5.00956e-29
1.41629 9.1921 5.20192e-29
1.41267 9.25116 4.70594e-29
1.41283 9.28658 5.1163e-30
1.41451 9.3427 3.6369e-29
1.41276 9.43829 4.09939e-29
1.41173 9.40965 3.25237e-29
1.40967 9.40858 1.13443e-29
1.41135 9.48646 4.09202e-29
1.41252 9.49865 2.80568e-29
1.40726 9.54882 2.84932e-29
1.40538 9.52965 2.67069e-29
1.40407 9.5458 2.66288e-29
1.40323 9.53549 5.73669e-29
1.40497 9.51426 6.56003e-29
1.39797 9.57693 5.84755e-29
1.3951 9.67788 4.72289e-29
1.39679 9.63745 1.42118e-29
1.4017 9.63792 4.83672e-29
1.39984 9.63112 4.97152e-29
1.39962 9.70918 6.04459e-29
1.39949 9.75899 5.46658e-29
1.39312 9.77307 7.22619e-30
1.38882 9.78818 1.41061e-29
1.38903 9.86318 3.20716e-29
1.38465 9.83957 1.08333e-28
1.38639 9.76701 2.00743e-28
1.38896 9.75786 4.70764e-28
1.39294 9.80666 9.77299e-29
1.39318 9.86631 2.37184e-28
1.39816 9.84996 2.58273e-28
1.3933 9.89729 9.84263e-29
1.39935 9.89469 4.49294e-28
1.40234 9.82756 2.42011e-28
1.39953 9.81709 8.30127e-29
1.39516 9.81252 1.3966e-28
1.39226 9.80669 1.64835e-28
1.3917 9.76915 3.46167e-29
1.39077 9.73829 7.39787e-28
1.3918 9.74024 7.95408e-28
1.39373 9.69525 2.91397e-28
1.39689 9.66441 5.42253e-28
1.39762 9.68501 1.87344e-27
1.39891 9.61059 1.4965e-27
1.40006 9.64616 1.77704e-27
1.39872 9.6871 1.20449e-27
1.39987 9.69885 7.49779e-28
1.40496 9.71013 4.31368e-28
1.40527 9.60773 1.04565e-27
1.40728 9.54434 6.24735e-28
1.40819 9.46557 4.22601e-28
1.40609 9.49703 8.39661e-28
1.40897 9.49724 7.25341e-28
1.41033 9.41829 8.33779e-28
1.40914 9.38079 1.07732e-27
1.41411 9.36251 3.36459e-28
1.41482 9.27185 4.15701e-28
1.4161 9.25173 8.2675e-28
1.4185 9.28151 6.9806e-28
1.42314 9.39569 5.31998e-28
1.42123 9.38691 1.36814e-28
1.4222 9.4155 1.47131e-28
1.42843 9.40754 4.05108e-28
1.4273 9.26405 1.06943e-27
1.42468 9.37339 2.35184e-28
1.42419 9.38087 3.13689e-29
1.42629 9.4048 2.51109e-28
1.42984 9.42225 1.58988e-28
1.42906 9.50968 1.19652e-27
1.43076 9.55282 1.13363e-27
1.42808 9.45849 4.79318e-28
1.43633 9.49135 3.48439e-28
1.43473 9.50662 7.21128e-28
1.42877 9.66942 2.92516e-28
1.43218 9.65821 2.85162e-28
1.42761 9.67863 6.16823e-28
1.42648 9.55426 1.27169e-27
1.42688 9.50621 1.10027e-27
1.42737 9.55556 5.1173e-28
1.42413 9.60935 1.35441e-27
1.42331 9.59174 8.47499e-28
1.42195 9.63564 1.39686e-27
1.419 9.61654 1.54915e-27
1.42027 9.6003 2.12584e-27
1.41947 9.62299 1.50488e-27
1.41749 9.5999 1.22067e-27
1.41857 9.59328 1.69329e-27
1.42302 9.55907 1.37014e-27
1.42323 9.57274 2.00584e-27
1.41985 9.60425 1.64846e-27
1.41962 9.54185 8.09929e-28
1.42308 9.59725 1.20755e-27
1.42196 9.62514 1.41295e-27
1.41982 9.54049 3.02069e-27
1.4192 9.52305 4.4874e-27
1.42112 9.62232 4.80922e-27
1.42735 9.58559 1.985e-27
1.42233 9.60703 4.1933e-27
1.42148 9.5895 2.26747e-27
1.42465 9.53475 1.56018e-27
1.42595 9.53946 7.39529e-28
1.42326 9.53892 1.23584e-27
1.42317 9.5499 1.37382e-27
1.42462 9.54409 1.40604e-27
1.42368 9.53703 1.92845e-27
1.4268 9.56499 1.50677e-27
1.42621 9.54955 1.46754e-27
1.42714 9.63395 1.34265e-27
1.42748 9.6039 1.58112e-27
1.42658 9.59381 1.78246e-27
1.42036 9.62771 1.60582e-27
1.42252 9.76263 2.01426e-27
1.41892 9.74766 2.22661e-27
1.41884 9.75728 1.52556e-27
1.41954 9.7015 1.08706e-27
1.41988 9.69065 3.18471e-28
1.42285 9.60425 1.10145e-28
1.42288 9.56312 8.66551e-29
1.41896 9.58912 5.17881e-28
1.42082 9.57466 5.14394e-28
1.41934 9.45808 2.66757e-27
1.42154 9.48975 2.0986e-27
1.42777 9.51881 1.63866e-27
1.42648 9.54086 9.29957e-28
1.4322 9.5657 1.33143e-27
1.4284 9.57489 9.71805e-28
1.42327 9.60364 3.79832e-28
1.42328 9.54143 4.64185e-28
1.42007 9.54708 4.86178e-28
1.42652 9.41182 2.03854e-27
1.42181 9.40126 1.72668e-27
1.41935 9.43965 1.13406e-27
1.41634 9.42573 7.71042e-28
1.4148 9.43724 1.19986e-27
1.41412 9.50705 9.38817e-28
1.41583 9.54818 5.09837e-27
1.41455 9.5116 4.30287e-27
1.41302 9.44107 5.75454e-27
1.40902 9.40887 2.70155e-27
1.41246 9.41659 1.83038e-27
1.40736 9.43363 1.30662e-26
1.40504 9.42491 1.27993e-26
1.40992 9.40176 1.12694e-26
1.41257 9.41768 2.75607e-27
1.40891 9.39653 1.40917e-26
1.40973 9.43035 1.27626e-26
1.4086 9.39809 9.52121e-27
1.4086 9.38506 1.57071e-26
1.41051 9.46704 6.40486e-27
1.40439 9.43263 1.42339e-26
1.40685 9.46198 4.95443e-27
1.40457 9.45668 9.34195e-27
1.40083 9.55228 9.43473e-27
1.40493 9.57824 7.43077e-27
1.40221 9.682 7.26977e-27
1.39775 9.74609 1.03545e-26
1.39898 9.81989 2.89383e-26
1.39727 9.83153 2.59762e-26
1.39236 9.83764 1.6607e-26
1.39591 9.87849 2.3741e-26
1.39324 9.81635 1.51169e-26
1.3936 9.80634 1.82993e-26
1.39403 9.79222 5.13317e-27
1.39203 9.80711 1.74902e-26
1.39326 9.68353 1.30091e-27
1.38934 9.74907 7.31565e-27
1.39054 9.72402 1.13314e-26
1.39001 9.68014 3.47245e-27
1.38979 9.64861 1.95906e-26
1.38882 9.68754 1.98118e-26
1.39124 9.74539 1.91378e-26
1.39011 9.75373 1.87023e-26
1.38685 9.70214 2.14947e-26
1.38313 9.73179 2.34656e-26
1.38796 9.67524 2.66729e-26
1.38638 9.71003 3.2803e-26
1.38762 9.74352 3.55951e-26
1.38784 9.69626 3.41467e-26
1.38784 9.64739 1.82282e-26
1.38749 9.55773 2.63137e-26
1.38946 9.5626 3.71196e-26
1.38777 9.56791 2.69721e-26
1.3855 9.44979 2.74206e-26
1.38261 9.48861 3.54419e-26
1.38654 9.58622 2.95955e-26
1.38921 9.5356 3.19805e-26
1.38905 9.58313 2.95337e-26
1.38714 9.67462 3.31111e-26
1.38582 9.59579 3.03397e-26
1.38535 9.54833 2.36606e-26
1.3848 9.48965 1.67873e-26
1.38421 9.58857 2.56224e-26
1.38235 9.58601 2.5932e-27
1.38377 9.5912 1.96638e-26
1.38022 9.63703 2.51259e-26
1.38005 9.68404 2.42609e-26
1.3806 9.68042 2.39043e-26
1.38119 9.61051 2.33849e-26
1.38331 9.60411 2.79156e-26
1.3836 9.63574 2.93653e-26
1.3807 9.69157 2.69132e-26
1.38054 9.6812 5.88811e-27
1.3781 9.74776 9.52396e-27
1.38208 9.72403 1.00361e-26
1.37944 9.71627 2.14471e-28
1.3803 9.71635 1.43291e-27
1.38074 9.79014 7.01498e-28
1.38413 9.71834 1.07155e-27
1.38477 9.78013 5.39692e-28
1.38983 9.78568 5.02767e-27
1.38638 9.75175 3.02638e-27
1.38456 9.74461 2.56341e-27
1.38481 9.71389 4.16577e-27
1.38665 9.7204 2.97325e-27
1.38851 9.62956 2.60791e-27
1.38738 9.66822 5.48568e-27
1.38584 9.6745 6.53294e-27
1.38806 9.65039 3.77114e-27
1.38734 9.68875 4.88422e-27
1.38399 9.72723 2.30096e-27
1.3809 9.79403 2.40083e-27
1.3781 9.82137 1.02854e-27
1.37761 9.71578 1.23616e-27
1.37585 9.7212 1.43256e-27
1.3743 9.77002 1.49134e-27
1.37804 9.795 1.41227e-27
1.37506 9.85622 1.30834e-27
1.37292 9.75971 2.04864e-27
1.37593 9.68982 4.28395e-27
1.37692 9.72545 4.31631e-27
1.37233 9.81674 1.50518e-27
1.37272 9.85032 1.89358e-27
1.37926 9.74147 2.74936e-27
1.38424 9.78922 8.24341e-28
1.38624 9.80446 3.66957e-27
1.38432 9.83942 2.37752e-27
1.3843 9.94251 1.69581e-27
1.38183 9.86583 2.16484e-27
1.38698 9.88676 3.1743e-27
1.38595 9.87126 3.23402e-27
1.38236 9.88525 3.31245e-27
1.38322 9.85823 2.55683e-27
1.38712 9.79804 3.18659e-27
1.38577 9.84575 2.2533e-27
1.38416 9.84516 8.53357e-28
1.38681 9.83128 1.13912e-27
1.3897 9.84897 1.06687e-27
1.39366 9.84127 1.28795e-27
1.39098 9.73173 1.47892e-28
1.39129 9.76322 7.23119e-28
1.38837 9.73526 1.15814e-27
1.39151 9.66252 8.74034e-28
1.392 9.69661 1.84706e-27
1.39597 9.66104 1.42163e-27
1.39565 9.63406 1.56811e-27
1.39454 9.60127 2.1777e-27
1.39416 9.61575 2.05308e-27
1.39528 9.64782 5.90351e-28
1.39832 9.51812 5.2163e-28
1.4005 9.54435 1.75859e-28
1.39415 9.57354 1.22937e-27
1.39823 9.55529 8.88641e-28
1.39919 9.54928 1.03878e-27
1.39777 9.45455 8.97742e-28
1.39904 9.44114 1.98659e-27
1.39806 9.46373 3.39081e-27
1.40346 9.46223 5.58057e-28
1.40371 9.42358 5.12939e-28
1.39916 9.43005 1.64185e-27
1.39832 9.47724 2.31628e-27
1.3944 9.34695 2.77833e-27
1.39525 9.31826 4.95006e-27
1.39131 9.24803 6.46881e-27
1.39051 9.18319 4.08445e-27
1.39461 9.2608 1.91837e-27
1.3928 9.31545 5.43668e-27
1.39327 9.30304 3.66828e-27
1.39122 9.3024 2.42837e-27
1.39578 9.22162 4.90201e-27
1.39726 9.31165 3.97032e-27
1.39657 9.406 3.21685e-27
1.39759 9.37172 2.89378e-27
1.39885 9.3068 1.3485e-27
1.39979 9.26767 1.18061e-28
1.39953 9.20967 8.04757e-28
1.39967 9.19046 3.41195e-27
1.40123 9.13452 6.85235e-27
1.40291 9.12637 7.70253e-27
1.40231 9.09066 5.37871e-27
