# M/msolar   r[kpc]   logP
1.4024 9.1457 6.85409e-27
1.40059 9.1093 5.77027e-27
1.39759 9.13181 9.73665e-27
1.39602 9.14807 1.03764e-26
1.39667 9.10391 8.61683e-27
1.39274 9.12005 9.24329e-27
1.39115 9.06153 7.09033e-27
1.39275 9.03112 1.18081e-26
1.3911 9.12888 5.83331e-27
1.38863 9.11788 2.18485e-27
1.39194 9.14975 2.05272e-27
1.38865 9.11952 1.44857e-26
1.38956 9.1284 1.04334e-26
1.39222 8.98911 1.10502e-26
1.3916 8.96313 1.43855e-27
1.39002 9.03361 1.00629e-27
1.39574 9.0471 7.59601e-27
1.39033 9.02711 2.39255e-27
1.39069 9.04703 3.40487e-28
1.39152 8.98021 5.25576e-27
1.39171 8.96845 6.60882e-27
1.3935 8.9809 3.03404e-27
1.39195 8.98993 5.5485e-27
1.39374 8.93839 5.60679e-27
1.39211 8.96066 9.65965e-28
1.39146 9.03315 2.07452e-27
1.3902 9.0199 2.03799e-27
1.38993 9.00533 4.64308e-27
1.39262 8.98084 1.31395e-26
1.38847 9.09676 1.0735e-26
1.38658 9.06989 1.0802e-26
1.38486 9.07552 8.9485e-27
1.38658 9.01209 9.03297e-27
1.38746 9.0682 3.87955e-27
1.38441 9.04076 7.09813e-27
1.38347 9.01729 8.13425e-27
1.38389 9.06976 8.12863e-27
1.38423 9.00758 9.69132e-27
1.38798 9.04299 1.80796e-26
1.3897 9.04016 1.89228e-26
1.38624 9.03256 1.7405e-26
1.38993 9.02275 1.93043e-26
1.38985 9.03656 1.38071e-26
1.39056 9.09131 2.51051e-26
1.39293 9.13874 1.84432e-26
1.39168 9.20146 1.63773e-26
1.38883 9.18387 2.56529e-26
1.38594 9.2026 2.21194e-26
1.38439 9.12169 2.17709e-26
1.3813 9.17943 1.93496e-26
1.38295 9.1949 1.81695e-26
1.38332 9.15181 2.01043e-26
1.38109 9.21978 2.09505e-26
1.37858 9.23785 2.27081e-26
1.37644 9.17976 2.33289e-26
1.37542 9.18255 2.10698e-26
1.37303 9.15751 1.76151e-26
1.37608 9.05028 1.89016e-26
1.37536 8.98682 9.15538e-27
1.3747 8.97987 1.75182e-26
1.37807 8.89339 1.63279e-26
1.37549 8.90672 1.37626e-26
1.37805 8.92455 1.97043e-26
1.37663 8.98886 2.27629e-26
1.38146 8.87987 9.47302e-27
1.38168 8.94742 2.41162e-26
1.38118 8.97666 1.56101e-26
1.37958 8.97838 1.57873e-26
1.37505 9.04491 3.10886e-26
1.37426 9.07481 3.63153e-26
1.37367 9.07141 1.8865e-26
1.3752 9.06102 2.67193e-26
1.37512 9.09847 6.53023e-27
1.37661 9.06853 6.98623e-27
1.37227 9.03068 8.59119e-27
1.37208 8.99763 1.79465e-27
1.37569 8.98231 1.22923e-26
1.37939 9.01554 3.05753e-26
1.37987 9.06891 2.02829e-26
1.37566 9.0885 1.85423e-26
1.3782 9.10077 1.14533e-26
1.38027 9.05566 1.7471e-26
1.38353 9.02228 2.60514e-26
1.38733 9.05161 2.60206e-26
1.38533 9.04605 2.57115e-26
1.38286 8.9852 2.15295e-26
1.38119 8.89741 7.85136e-27
1.3832 8.94901 7.09348e-27
1.38339 8.92689 9.20857e-28
1.3841 8.92404 6.49386e-27
1.38105 8.96017 5.74689e-27
1.38096 8.99493 1.77423e-26
1.38394 9.0317 2.22467e-26
1.38801 9.06539 2.15042e-26
1.38411 9.06537 1.11057e-26
1.3834 9.10081 1.90712e-26
1.38631 9.09299 1.15006e-26
1.38135 9.08459 1.77695e-26
1.38367 9.07185 1.71321e-26
1.38817 9.07208 9.37556e-27
1.38685 9.06909 9.64616e-27
1.3892 9.01823 9.69607e-27
1.38861 8.97622 1.38059e-26
1.39296 9.01089 5.33513e-27
1.3947 8.9531 1.35286e-26
1.39485 8.91426 2.11152e-26
1.39676 8.93529 1.58266e-26
1.39325 8.94881 1.61194e-26
1.39077 8.92856 1.15454e-26
1.3891 8.94005 4.7194e-28
1.38958 8.93731 1.89589e-26
1.38843 8.98584 1.57212e-26
1.39223 8.99605 2.49435e-26
1.39389 8.98374 2.14308e-26
1.39695 9.02098 1.34642e-26
1.39926 9.06709 1.37034e-26
1.39795 9.08891 1.75893e-27
1.39726 9.09841 2.042e-27
1.39252 9.10112 1.55538e-26
1.3904 9.08863 1.54031e-26
1.39189 9.0507 1.70383e-26
1.38935 9.0244 1.8409e-26
1.39342 9.01204 6.4886e-27
1.39459 8.96008 1.52127e-26
1.39478 8.8757 1.60904e-26
1.39523 8.92731 4.1698e-27
1.396 8.90347 1.77042e-26
1.39459 8.88086 1.9295e-26
1.39481 8.87197 3.67636e-27
1.39311 8.86808 1.14104e-26
1.39618 8.84388 1.14658e-26
1.39444 8.84842 1.69813e-26
1.39128 8.85821 1.35973e-26
1.38851 8.96975 6.59673e-27
1.38933 9.08066 2.1854e-26
1.38873 9.12154 1.96975e-26
1.39072 9.0898 1.43493e-26
1.39103 9.09721 1.88245e-26
1.39101 9.02366 2.30536e-26
1.38819 8.97267 7.41604e-27
1.3881 8.99316 7.53038e-27
1.38823 9.02158 3.26681e-27
1.38999 9.00125 2.05382e-28
1.39237 9.02681 1.82559e-27
1.39336 9.03721 7.85141e-27
1.39567 9.05105 7.20951e-27
1.39813 9.07808 3.92325e-27
1.40353 9.1314 4.4938e-27
1.40386 9.13158 5.54184e-27
1.40173 9.1279 4.78057e-27
1.40082 9.1808 4.41895e-27
1.40425 9.2727 8.86789e-27
1.40409 9.23107 1.1812e-26
1.39944 9.18907 1.43865e-26
1.39982 9.28868 4.75297e-27
1.39785 9.32307 4.82656e-27
1.3964 9.30853 1.13525e-26
1.39901 9.36329 8.45909e-27
1.40122 9.31352 7.47375e-27
1.40189 9.26038 8.8622e-27
1.40321 9.22778 9.56883e-27
1.4017 9.16278 7.63064e-27
1.40261 9.20894 5.02599e-27
1.39918 9.24224 2.47169e-27
1.39748 9.25012 4.90334e-27
1.40134 9.271 1.06105e-27
1.40011 9.231 3.0916e-27
1.39843 9.25133 6.97719e-28
1.39994 9.22617 4.16328e-27
1.40036 9.20579 2.1651e-27
1.39737 9.22696 1.63578e-27
1.39841 9.23163 1.7376e-27
1.40039 9.24994 1.57523e-27
1.39965 9.27336 2.56458e-28
1.39825 9.26893 5.23871e-28
1.39748 9.22245 9.94236e-28
1.39757 9.24804 1.08313e-27
1.39663 9.2905 8.80804e-28
1.39689 9.29263 4.03103e-28
1.39901 9.31915 8.96194e-28
1.39759 9.38278 1.2856e-27
1.40026 9.37542 1.03529e-27
1.40087 9.37282 8.06182e-28
1.4007 9.44516 9.42264e-28
1.39845 9.49542 1.14507e-27
1.39974 9.48285 1.06043e-27
1.4026 9.48849 6.35608e-28
1.39989 9.44669 5.78238e-28
1.4 9.43935 1.25837e-27
1.39706 9.4696 9.92294e-28
1.39988 9.43521 9.58413e-28
1.40168 9.44928 6.02781e-28
1.40375 9.42968 5.10195e-28
1.40435 9.45535 1.50327e-27
1.40197 9.47303 1.73653e-27
1.39887 9.46093 9.89125e-28
1.40286 9.48596 1.78244e-27
1.40603 9.49652 1.64004e-27
1.40471 9.48825 1.9269e-27
1.40504 9.54342 2.54794e-27
1.40722 9.61746 5.80554e-28
1.40664 9.63687 2.52931e-27
1.40181 9.62759 2.53525e-27
1.3965 9.70074 3.02929e-27
1.39752 9.69654 3.24283e-27
1.3974 9.6936 6.41692e-28
1.39998 9.65071 2.5e-27
1.40151 9.68235 3.392e-27
1.39967 9.76473 2.03177e-27
1.39636 9.74711 5.37491e-27
1.39569 9.78128 3.56599e-27
1.39103 9.77792 2.66694e-27
1.39183 9.88045 4.48365e-27
1.38898 9.92914 3.03311e-27
1.38929 10.031 2.80217e-27
1.38789 10.013 3.35071e-27
1.38831 9.98104 4.34506e-27
1.38749 9.86608 4.72395e-27
1.38948 9.81229 9.58443e-28
1.38851 9.85598 4.85751e-28
1.38549 9.88015 8.71999e-29
1.38264 9.87742 8.62284e-29
1.38308 9.8855 9.45308e-28
1.38142 9.88703 1.34992e-28
1.38962 9.86896 2.45331e-28
1.38763 9.86878 1.24221e-27
1.39019 9.88062 1.11635e-27
1.39175 9.81136 2.71591e-27
1.38799 9.77617 8.03401e-28
1.38794 9.72164 2.39941e-27
1.38771 9.72808 5.95757e-28
1.38748 9.65612 2.12532e-27
1.38261 9.74206 2.71963e-27
1.37963 9.70658 1.79026e-27
1.38154 9.66435 5.36397e-28
1.38116 9.53155 5.44686e-27
1.37728 9.53485 1.01883e-27
1.37728 9.55372 3.27294e-27
1.37642 9.46642 8.70251e-27
1.37519 9.38941 2.8266e-27
1.37614 9.35977 2.05362e-27
1.38014 9.40216 1.00448e-26
1.3835 9.45354 1.3028e-26
1.38621 9.48205 9.53972e-27
1.38548 9.47336 6.19442e-27
1.38274 9.52741 2.71843e-27
1.38851 9.5235 5.68303e-27
1.39237 9.50466 8.08181e-27
1.38952 9.52272 4.50723e-27
1.39091 9.52352 1.01878e-27
1.39543 9.55576 2.25994e-27
1.39323 9.5685 8.00606e-28
1.39411 9.53369 2.92521e-27
1.39602 9.49327 2.74627e-27
1.39319 9.54515 2.90908e-27
1.39146 9.58093 2.74889e-27
1.39156 9.64093 3.17118e-27
1.39507 9.64584 6.27843e-27
1.39423 9.71214 4.04635e-27
1.39267 9.75732 3.68977e-27
1.39268 9.75946 2.84333e-27
1.39594 9.70008 3.99609e-27
1.39218 9.76427 2.85704e-27
1.39372 9.78362 3.24933e-27
1.39696 9.77643 3.08627e-27
1.39702 9.82967 3.64722e-27
1.39827 9.87747 3.50688e-27
1.39647 9.89502 4.24148e-27
1.39473 9.8721 7.95489e-27
1.39491 9.84086 4.44162e-27
1.39603 9.80541 2.46462e-27
1.3917 9.82211 7.26427e-27
1.39727 9.82367 6.27591e-27
1.39729 9.74663 2.41848e-26
1.39738 9.84645 1.4037e-26
1.39614 9.75112 2.68405e-26
1.39363 9.71597 3.29738e-26
1.39119 9.70754 3.83349e-26
1.39021 9.65155 3.25657e-26
1.38878 9.678 4.16955e-26
1.3949 9.65993 6.22496e-27
1.39438 9.56077 4.55697e-26
1.39464 9.59294 2.79195e-26
1.39178 9.56508 2.12031e-26
1.39317 9.64703 1.59633e-26
1.39434 9.64458 3.21168e-26
1.38758 9.65423 1.4504e-26
1.38631 9.60823 2.52153e-26
1.38481 9.59583 2.74649e-26
1.38376 9.60974 1.45328e-26
1.38205 9.58741 2.70875e-26
1.37699 9.62037 2.41871e-26
1.37792 9.64006 2.49708e-26
1.37665 9.57067 2.94413e-26
1.3775 9.56875 3.43262e-26
1.38004 9.63404 3.35405e-26
1.37755 9.65947 2.13721e-26
1.3768 9.72227 4.01422e-26
1.37465 9.73277 3.6432e-26
1.37635 9.81662 9.17918e-26
1.37721 9.87987 8.02127e-26
1.37852 9.85899 7.97558e-26
1.37807 9.86124 7.14086e-26
1.37615 9.79504 2.96052e-26
1.38021 9.81007 7.17408e-26
1.37808 9.8442 7.09323e-26
1.37696 9.88508 8.69918e-26
1.38047 9.85786 8.11427e-26
1.38141 9.86463 4.63037e-26
1.38144 9.90085 4.50688e-27
1.38312 9.85037 6.67034e-26
1.38373 9.89475 6.15646e-26
1.37997 9.78229 1.59211e-26
1.38243 9.8298 8.58954e-27
1.37938 9.8649 6.40411e-26
1.38756 9.77691 3.90235e-26
1.38762 9.75747 2.68531e-26
1.3848 9.84073 2.29813e-26
1.39057 9.87204 5.10604e-26
1.39282 9.85585 4.33059e-26
1.39115 9.77931 6.02023e-26
1.38885 9.72319 6.47916e-26
1.38387 9.64602 2.51661e-26
1.38196 9.65487 6.70229e-26
1.3785 9.57359 4.76074e-26
1.37873 9.63221 1.22697e-26
1.38123 9.65715 1.55422e-26
1.37945 9.71499 3.12656e-26
1.38029 9.69447 3.29988e-26
1.38215 9.68563 5.41863e-26
1.38424 9.70817 4.46366e-26
1.38212 9.73455 2.55385e-26
1.38422 9.7105 2.5501e-26
1.38385 9.6814 4.51821e-26
1.38231 9.75181 2.9028e-26
1.38365 9.77504 4.19086e-26
1.38132 9.72715 4.72693e-26
1.3812 9.75207 4.71119e-26
1.37995 9.80361 4.97195e-26
1.37676 9.84039 4.59047e-26
1.37711 9.81746 4.64398e-26
1.37714 9.83655 7.52705e-26
1.37883 9.73371 5.99786e-26
1.38036 9.72912 5.93675e-26
1.38327 9.69209 6.08889e-26
1.37673 9.74974 3.8524e-26
1.37785 9.73633 5.88897e-26
1.37247 9.78184 2.24046e-26
1.37139 9.74319 3.75825e-26
1.37239 9.68013 3.98573e-26
1.37378 9.71602 6.23862e-26
1.36978 9.75549 2.37181e-26
1.37106 9.75323 4.96553e-26
1.37011 9.78471 6.27619e-26
1.37019 9.70318 6.38602e-26
1.3736 9.67532 9.27641e-26
1.37393 9.64474 1.29812e-25
1.37353 9.61069 4.95987e-26
1.37339 9.5917 1.45622e-25
1.37573 9.70772 1.54634e-25
1.37553 9.72681 9.2868e-26
1.37118 9.72757 1.66521e-25
1.36797 9.73983 1.33986e-25
1.36922 9.74744 6.48675e-26
1.37144 9.70761 1.52063e-25
1.36843 9.63878 8.77738e-26
1.36928 9.54408 5.13439e-26
1.3673 9.56891 3.8197e-26
1.36713 9.52382 3.76837e-26
1.371 9.47166 1.69861e-26
1.3695 9.51329 1.01461e-25
1.36701 9.52527 1.07937e-25
1.36966 9.5917 7.77607e-27
1.36468 9.44769 1.4608e-26
1.36573 9.4015 1.74888e-26
1.36605 9.41455 2.61941e-26
1.3658 9.3736 4.44827e-26
1.36577 9.38048 1.10243e-25
1.37093 9.34518 1.06168e-25
1.37009 9.2882 7.05315e-26
1.37244 9.24854 7.8031e-26
1.37307 9.37638 8.09301e-26
1.37281 9.35005 9.94546e-26
1.37078 9.30317 6.89946e-26
1.36954 9.41473 6.79745e-26
1.37249 9.39687 5.55581e-26
1.3698 9.39022 9.08896e-26
1.37353 9.43478 1.05812e-25
1.37166 9.47398 9.28696e-26
1.37009 9.41239 4.49943e-26
1.37114 9.47978 5.1667e-26
1.37088 9.47567 1.16069e-25
1.37339 9.56087 8.95527e-26
1.37252 9.53121 1.22341e-25
1.37101 9.54841 1.17101e-25
1.36802 9.5399 6.01744e-26
1.36434 9.48496 2.7522e-26
1.3661 9.43143 5.47803e-26
1.36806 9.40572 1.41465e-26
1.36718 9.52528 5.70691e-26
1.36638 9.58531 6.4923e-26
1.36628 9.55965 6.82211e-26
1.3705 9.52352 1.43863e-26
1.36505 9.55261 7.10719e-26
1.36784 9.49417 4.66659e-26
1.36689 9.4542 5.23317e-26
1.3638 9.46549 1.50358e-26
1.3615 9.52173 2.7317e-26
1.36082 9.57295 3.21383e-26
1.36329 9.52361 1.78474e-26
1.35809 9.52083 3.36157e-26
1.35588 9.50421 5.33114e-27
1.3584 9.54263 1.39803e-26
1.35913 9.507 3.86048e-26
1.36587 9.49878 4.98085e-26
1.36418 9.5339 7.94788e-26
1.36158 9.50831 6.9847e-26
1.36041 9.51866 5.31238e-26
1.36343 9.52332 1.11923e-25
1.36231 9.51245 1.04205e-25
1.36099 9.54212 5.00617e-26
1.36367 9.45394 1.07037e-25
1.3629 9.49007 7.8227e-26
1.36259 9.54967 1.0141e-25
1.36468 9.56814 6.43714e-26
1.36301 9.60076 2.93459e-26
1.36037 9.55316 1.22876e-25
1.35699 9.58436 2.13751e-26
1.35798 9.57883 7.26439e-26
1.35964 9.58533 5.62287e-26
1.35595 9.57908 1.04749e-25
1.35606 9.70208 1.28223e-25
1.35825 9.65208 9.77076e-26
1.3636 9.63923 9.23207e-26
1.3649 9.50356 1.18128e-25
1.36201 9.52351 1.1937e-25
1.36198 9.47099 1.33338e-25
1.36057 9.43177 3.18501e-26
1.36154 9.51079 1.44382e-25
1.36063 9.5895 1.14519e-25
1.35943 9.63155 2.04356e-26
1.35968 9.69164 1.01246e-25
1.36258 9.66211 1.89838e-25
1.36181 9.50711 2.14681e-25
1.36412 9.4715 2.45013e-25
1.36544 9.43969 3.59122e-25
1.36387 9.44015 1.37504e-25
1.36781 9.3996 3.6551e-25
1.36719 9.40657 3.26938e-25
1.36893 9.43012 1.20962e-25
1.36924 9.49068 3.38573e-25
1.36739 9.49737 2.65072e-25
1.3644 9.48248 9.89718e-26
1.36248 9.52028 1.13932e-25
1.36207 9.52255 2.42749e-26
1.36368 9.5285 3.71215e-25
1.36299 9.5836 3.18774e-25
1.36456 9.54119 2.67026e-25
1.36393 9.57068 4.06716e-25
1.36349 9.57032 2.80346e-25
1.36417 9.61994 2.31934e-25
1.36425 9.61334 2.02076e-25
1.36476 9.65499 1.44346e-25
1.36653 9.60171 1.45272e-25
1.36938 9.53179 1.76451e-25
1.37105 9.50759 1.29529e-25
1.36956 9.61962 2.08752e-26
1.36747 9.58968 2.46941e-25
1.36605 9.58575 2.4681e-25
1.36572 9.59097 2.23841e-25
1.36569 9.59794 2.22708e-25
1.3633 9.64657 1.50627e-25
1.36414 9.68954 1.08192e-25
1.36376 9.66349 6.9875e-26
1.37049 9.58933 1.96835e-25
1.37158 9.5844 1.67971e-25
1.37018 9.44363 1.25836e-25
1.36678 9.44965 1.58607e-25
1.36849 9.40011 1.73948e-25
1.3654 9.39358 2.12884e-25
1.36423 9.41024 2.13313e-25
1.36317 9.3617 2.29011e-25
1.36037 9.43096 7.77717e-27
1.36079 9.42628 3.81337e-26
1.35963 9.40312 2.18071e-26
1.35818 9.45544 1.07375e-25
1.3574 9.44495 1.30401e-25
1.35661 9.53118 1.92991e-25
1.35589 9.4434 1.81983e-26
1.35791 9.46009 1.26441e-25
1.35684 9.43805 5.39142e-26
1.36642 9.47995 3.08389e-26
1.36979 9.48158 5.1261e-26
1.36887 9.53553 2.56211e-25
1.36876 9.51935 2.25934e-25
1.37042 9.41009 2.21445e-25
1.36776 9.46848 1.11613e-25
1.36861 9.46343 1.58085e-26
1.36808 9.44574 5.67512e-27
1.3693 9.45088 1.05191e-26
1.36929 9.46594 9.18338e-26
1.37448 9.44798 9.84771e-26
1.37585 9.457 2.7001e-26
1.37403 9.39245 9.76329e-26
1.37678 9.36841 2.02385e-25
1.37786 9.30893 1.2985e-25
1.37942 9.30903 2.60462e-26
1.38174 9.37139 2.65145e-25
1.38116 9.33869 2.29289e-25
1.38165 9.30015 2.4182e-25
1.38081 9.26713 1.70353e-25
1.38187 9.24925 2.11838e-25
1.38434 9.19911 1.428e-25
1.38558 9.19835 7.62839e-26
1.38628 9.22973 1.88287e-25
1.3873 9.16156 3.14314e-26
1.39032 9.1636 2.56621e-26
1.39043 9.14428 2.82998e-27
1.3905 9.15748 5.61447e-26
1.3931 9.196 2.17634e-25
1.38986 9.14568 1.61665e-25
1.39115 9.11314 1.52734e-25
1.39605 9.09848 1.73328e-25
1.39991 9.12229 1.16198e-25
1.40041 9.17859 7.24178e-26
1.39859 9.18081 1.93024e-25
1.40128 9.11723 4.24133e-26
1.4021 9.09123 5.46268e-26
1.40038 9.07207 1.48138e-25
1.40041 9.08599 1.36219e-25
1.40171 8.99644 1.04157e-25
1.40047 9.04973 1.20674e-25
1.40272 9.01388 9.85681e-26
1.40255 8.95668 1.41221e-25
1.40454 8.97105 5.67645e-26
1.4013 8.93371 1.26353e-25
1.3971 8.93515 1.10482e-25
1.39344 8.96845 1.41455e-25
1.39332 8.94087 7.18552e-26
1.39468 8.95187 9.5743e-26
1.39836 8.98037 1.34219e-25
1.4029 9.01186 1.6112e-25
1.4024 8.93773 1.61976e-25
1.39793 9.00397 2.16559e-25
1.39797 8.93216 1.6651e-25
1.3996 8.93039 1.63733e-25
1.40264 8.96287 1.73178e-25
1.39899 8.94243 6.38078e-26
1.40073 8.94879 2.11721e-25
1.39994 8.94854 1.07885e-25
1.39829 8.98381 2.0035e-25
1.39535 8.93346 2.33443e-27
1.39852 8.89198 1.31583e-25
1.40218 8.88648 1.53073e-25
1.39979 8.95969 1.89616e-25
1.40187 8.92357 2.11526e-25
1.40335 8.9566 1.51018e-25
1.40642 8.88291 1.20411e-25
1.40617 8.80774 5.8696e-26
1.4044 8.76614 1.08399e-25
1.40486 8.71449 1.59445e-25
1.40993 8.69217 1.41341e-25
1.4096 8.73923 1.65526e-25
1.40662 8.74939 1.55587e-25
1.40911 8.73896 2.12794e-25
1.41045 8.78027 1.02256e-25
1.4066 8.68465 1.57211e-25
1.40882 8.67321 1.32534e-25
1.40553 8.66573 8.20222e-26
1.41251 8.66666 1.16427e-26
1.41151 8.72127 3.74899e-27
1.40835 8.76228 1.21221e-26
1.40518 8.76948 6.44082e-26
1.40475 8.77202 3.84875e-25
1.4042 8.82588 4.68607e-25
1.40292 8.78954 4.18266e-25
1.40673 8.82961 5.93895e-26
1.40232 8.85159 5.20499e-25
1.40366 8.89124 3.93015e-25
1.40332 8.9095 6.50515e-25
1.40158 9.0338 9.28428e-25
1.40091 9.10469 8.51863e-25
1.40407 9.09139 8.78375e-25
1.40289 9.07897 9.03206e-25
1.40192 9.1119 1.01843e-24
1.39838 9.08077 5.91731e-25
1.40007 9.07755 6.62076e-25
1.40094 9.08746 1.18172e-24
1.40192 9.02227 7.68247e-25
1.4022 9.11153 2.83529e-26
1.39679 9.0879 1.02629e-24
1.39483 9.10401 1.23061e-24
1.39107 9.08394 1.10031e-24
1.39251 9.10535 9.92488e-25
1.39187 9.12874 6.7935e-25
1.39315 9.11409 2.05283e-25
1.39494 9.13743 6.96098e-25
1.39094 9.16883 1.03836e-24
1.38944 9.25951 9.02377e-25
1.38817 9.19733 5.2911e-25
1.38858 9.28898 1.05516e-24
1.38938 9.20127 1.32137e-24
1.39036 9.24695 2.89665e-25
1.38657 9.17547 5.91747e-25
1.38497 9.15941 6.02971e-25
1.38664 9.12553 5.22822e-25
1.38751 9.04307 8.44933e-25
1.38801 9.0599 6.87019e-25
1.388 9.06131 8.5697e-25
1.38286 9.10194 1.04258e-24
1.38478 9.13041 8.21264e-25
1.38925 9.10082 7.53153e-25
1.3833 9.08837 9.66229e-25
1.38602 9.03378 9.89655e-25
1.38492 9.05948 1.13074e-24
1.38512 9.08282 9.29012e-25
1.38082 9.09544 5.48493e-25
1.37818 9.15046 4.42974e-25
1.37609 9.16946 5.27353e-25
1.37451 9.1911 5.16389e-25
1.37643 9.17922 8.61043e-25
1.37836 9.15423 7.45767e-25
1.37774 9.2453 2.67774e-25
1.37764 9.33229 4.4221e-26
1.37758 9.363 1.22232e-25
1.37459 9.26626 3.38957e-25
1.37466 9.28129 3.38029e-25
1.36856 9.38898 2.43676e-25
1.36843 9.45644 1.33768e-25
1.36813 9.52945 2.26356e-25
1.36713 9.5207 2.71394e-25
1.36542 9.52959 1.8807e-25
1.36548 9.55996 7.71286e-25
1.36874 9.48868 2.61175e-25
1.36395 9.45937 1.57466e-25
1.36931 9.45096 1.42109e-25
1.36607 9.46634 4.25945e-25
1.36245 9.49985 3.0066e-25
1.36384 9.48096 2.50284e-25
1.36267 9.3931 2.27916e-25
1.3625 9.35939 1.90799e-25
1.36395 9.33794 9.28126e-26
1.36476 9.29349 4.39396e-26
1.36165 9.19017 2.20863e-25
1.36171 9.16957 3.27986e-25
1.3614 9.21531 3.04854e-25
1.36256 9.28187 3.40606e-25
1.36536 9.28306 3.12191e-25
1.36087 9.2724 2.81283e-25
1.36017 9.26776 4.49771e-26
1.35531 9.28203 6.86742e-26
1.35635 9.36163 2.07146e-25
1.35836 9.42405 2.45201e-25
1.35673 9.42912 2.29155e-25
1.35866 9.43936 1.65907e-25
1.35766 9.40534 2.04629e-25
1.35852 9.43744 2.48026e-25
1.35792 9.42415 8.52935e-26
1.35957 9.39093 2.68694e-25
1.3618 9.30899 2.66449e-25
1.35971 9.35289 2.06858e-25
1.36296 9.35403 2.88412e-25
1.36469 9.30465 3.89826e-25
1.36403 9.37652 2.12037e-25
1.36148 9.33914 1.30381e-25
1.3625 9.45688 3.72491e-26
1.36008 9.33477 2.10916e-25
1.35971 9.27505 8.05412e-26
1.35992 9.28925 4.00033e-26
1.35981 9.3066 3.25911e-25
1.36232 9.31832 3.70146e-25
1.36027 9.384 3.54695e-25
1.36035 9.36889 1.11467e-25
1.36192 9.28302 2.59767e-25
1.36072 9.26818 1.87531e-25
1.35984 9.19455 2.14735e-25
1.35879 9.25225 2.01065e-25
1.36092 9.27032 1.84466e-25
1.36394 9.19759 1.92293e-25
1.36128 9.25517 2.32427e-25
1.3622 9.25677 1.82444e-25
1.36102 9.31261 1.9147e-25
1.35743 9.36916 1.69933e-25
1.35941 9.33663 1.74141e-25
1.35681 9.23506 1.24275e-25
1.35487 9.21588 1.15828e-25
1.35236 9.18782 7.59868e-26
1.35268 9.22676 7.55648e-26
1.35044 9.21778 7.69163e-26
1.34595 9.22002 3.74768e-26
1.3464 9.17975 6.28596e-26
1.34725 9.20326 5.59801e-26
1.34642 9.16288 4.26001e-26
1.34872 9.19166 7.11801e-26
1.35191 9.11232 1.17141e-25
1.35318 9.12799 1.83302e-25
1.3581 9.13677 1.81601e-25
1.35856 9.19093 1.10932e-25
1.3565 9.15662 2.46406e-25
1.36012 9.23309 1.28026e-25
1.36059 9.17231 2.99353e-25
1.35459 9.21034 2.30443e-25
1.34866 9.20673 1.15983e-25
1.35203 9.1808 9.90258e-26
1.35091 9.17274 1.22826e-25
1.35095 9.24336 8.86639e-26
1.34827 9.20478 4.01777e-26
1.34956 9.19085 2.10569e-26
1.34629 9.2428 9.08063e-26
1.34933 9.32504 1.9731e-25
1.35034 9.35374 1.53639e-26
1.35151 9.38417 6.64666e-27
1.35165 9.44406 2.40575e-25
1.35286 9.4728 2.37042e-25
1.35346 9.47276 1.86711e-26
1.35559 9.42001 1.98072e-26
1.35285 9.43304 1.8027e-25
1.35513 9.35771 1.17581e-25
1.35246 9.30547 1.67216e-25
1.35193 9.32955 1.18807e-25
1.35516 9.29067 1.99406e-25
1.35536 9.33732 2.36576e-25
1.35595 9.34182 2.14309e-25
1.35897 9.32047 1.61402e-25
1.36244 9.28201 8.03118e-26
1.36153 9.2471 9.68999e-26
1.36051 9.30482 1.23081e-25
1.35872 9.27114 7.7885e-26
1.36143 9.31972 9.3928e-26
1.3649 9.32632 4.98638e-26
1.36486 9.32658 1.64052e-25
1.36515 9.2974 1.1166e-25
1.36283 9.35361 1.35516e-25
1.36788 9.37446 2.09341e-25
1.37115 9.30283 2.84245e-25
1.3698 9.2049 1.29761e-25
1.37301 9.17475 1.77876e-25
1.37077 9.30962 1.70346e-25
1.37101 9.30529 3.23159e-25
1.37464 9.35417 2.87043e-25
1.37441 9.29906 8.88773e-26
1.37992 9.32263 2.97344e-25
1.37947 9.23291 3.3764e-25
1.37904 9.35722 2.43491e-25
1.37936 9.3192 3.47522e-25
1.37848 9.30685 2.14622e-25
1.37683 9.3424 2.50609e-25
1.37916 9.34563 1.89254e-25
1.3775 9.33232 3.01152e-25
1.37834 9.29258 3.59895e-25
1.37262 9.24723 1.68553e-26
1.37669 9.15562 4.14583e-25
1.37714 9.1758 3.20381e-25
1.37606 9.19732 4.05067e-25
1.37426 9.23271 2.8781e-25
1.37276 9.25262 3.21211e-25
1.37096 9.23599 3.00834e-25
1.36875 9.24695 2.58314e-25
1.36752 9.13024 3.20307e-25
1.36826 9.1422 4.05199e-26
1.3693 9.148 6.39956e-26
1.36754 9.11169 9.79154e-26
1.36725 9.10045 1.93205e-25
1.36283 9.12685 1.06659e-25
1.36664 9.15477 6.08726e-26
1.364 9.08886 1.40059e-25
1.37117 8.98037 1.2403e-25
1.36904 9.00349 1.64871e-25
1.37042 8.99035 2.41383e-25
1.37348 8.96109 2.74986e-25
1.371 8.95142 2.90482e-25
1.373 8.98585 3.51132e-25
1.36955 9.01847 3.01652e-25
1.37004 9.02947 1.92703e-25
1.37078 9.06669 3.26847e-25
1.36695 9.05618 2.06915e-25
1.36349 9.08304 8.65279e-26
1.3601 9.09041 8.38934e-26
